strain	virus	gisaid_epi_isl	genbank_accession	date	region	country	division	location	region_exposure	country_exposure	division_exposure	segment	length	host	age	sex	originating_lab	submitting_lab	authors	url	title	date_submitted
USA/USA-WA_0480/2020	ncov	?	MT350263	2020-03-19	North America	USA	Washington		North America	USA	Washington	genome	29882	Homo sapiens	?	?	?	?	Zhang et al	https://www.ncbi.nlm.nih.gov/nuccore/MT350263	Severe acute respiratory syndrome coronavirus 2 isolate SARS-CoV-2/human/USA/USA-WA_0480/2020, complete genome	2020-04-17
USA/UT-00009/2020	ncov	?	MT334528	2020-03-12	North America	USA	Utah		North America	USA	Utah	genome	29865	Homo sapiens	?	?	?	?	Young et al	https://www.ncbi.nlm.nih.gov/nuccore/MT334528	Severe acute respiratory syndrome coronavirus 2 isolate SARS-CoV-2/human/USA/UT-00009/2020 ORF1ab polyprotein (ORF1ab), ORF1a polyprotein (ORF1ab), surface glycoprotein (S), ORF3a protein (ORF3a), envelope protein (E), membrane glycoprotein (M), and ORF6 protein (ORF6) genes, complete cds; ORF7a protein (ORF7a) and ORF7b (ORF7b) genes, partial cds; and ORF8 protein (ORF8), nucleocapsid phosphoprotein (N), and ORF10 protein (ORF10) genes, complete cds	2020-04-14
USA/UT-00072/2020	ncov	?	MT444520	2020-03-16	North America	USA	USA		North America	USA	USA	genome	29832	Homo sapiens	?	?	?	?	Young et al	https://www.ncbi.nlm.nih.gov/nuccore/MT444520	Severe acute respiratory syndrome coronavirus 2 isolate SARS-CoV-2/human/USA/UT-00072/2020 ORF1ab polyprotein (ORF1ab), ORF1a polyprotein (ORF1ab), surface glycoprotein (S), ORF3a protein (ORF3a), envelope protein (E), membrane glycoprotein (M), ORF6 protein (ORF6), ORF7a protein (ORF7a), ORF7b (ORF7b), ORF8 protein (ORF8), nucleocapsid phosphoprotein (N), and ORF10 protein (ORF10) genes, complete cds	2020-05-08
USA/UT-00107/2020	ncov	?	MT444562	2020-03-12	North America	USA	USA		North America	USA	USA	genome	29788	Homo sapiens	?	?	?	?	Young et al	https://www.ncbi.nlm.nih.gov/nuccore/MT444562	Severe acute respiratory syndrome coronavirus 2 isolate SARS-CoV-2/human/USA/UT-00107/2020 ORF1ab polyprotein (ORF1ab), ORF1a polyprotein (ORF1ab), surface glycoprotein (S), ORF3a protein (ORF3a), envelope protein (E), membrane glycoprotein (M), and ORF6 protein (ORF6) genes, complete cds; ORF7a protein (ORF7a) and ORF7b (ORF7b) genes, partial cds; and ORF8 protein (ORF8), nucleocapsid phosphoprotein (N), and ORF10 protein (ORF10) genes, complete cds	2020-05-08
USA/UT-00291/2020	ncov	?	MT334558	2020-03-19	North America	USA	Utah		North America	USA	Utah	genome	29811	Homo sapiens	?	?	?	?	Young et al	https://www.ncbi.nlm.nih.gov/nuccore/MT334558	Severe acute respiratory syndrome coronavirus 2 isolate SARS-CoV-2/human/USA/UT-00291/2020 ORF1ab polyprotein (ORF1ab), ORF1a polyprotein (ORF1ab), surface glycoprotein (S), ORF3a protein (ORF3a), envelope protein (E), membrane glycoprotein (M), and ORF6 protein (ORF6) genes, complete cds; ORF7a protein (ORF7a) and ORF7b (ORF7b) genes, partial cds; and ORF8 protein (ORF8), nucleocapsid phosphoprotein (N), and ORF10 protein (ORF10) genes, complete cds	2020-04-14
USA/UT-00297/2020	ncov	?	MT334559	2020-03-24	North America	USA	Utah		North America	USA	Utah	genome	29899	Homo sapiens	?	?	?	?	Young et al	https://www.ncbi.nlm.nih.gov/nuccore/MT334559	Severe acute respiratory syndrome coronavirus 2 isolate SARS-CoV-2/human/USA/UT-00297/2020 ORF1ab polyprotein (ORF1ab), ORF1a polyprotein (ORF1ab), surface glycoprotein (S), ORF3a protein (ORF3a), envelope protein (E), membrane glycoprotein (M), ORF6 protein (ORF6), ORF7a protein (ORF7a), ORF7b (ORF7b), ORF8 protein (ORF8), nucleocapsid phosphoprotein (N), and ORF10 protein (ORF10) genes, complete cds	2020-04-14
USA/UT-00348/2020	ncov	?	MT334569	2020-03-27	North America	USA	Utah		North America	USA	Utah	genome	29863	Homo sapiens	?	?	?	?	Young et al	https://www.ncbi.nlm.nih.gov/nuccore/MT334569	Severe acute respiratory syndrome coronavirus 2 isolate SARS-CoV-2/human/USA/UT-00348/2020 ORF1ab polyprotein (ORF1ab), ORF1a polyprotein (ORF1ab), surface glycoprotein (S), ORF3a protein (ORF3a), envelope protein (E), membrane glycoprotein (M), ORF6 protein (ORF6), ORF7a protein (ORF7a), ORF7b (ORF7b), ORF8 protein (ORF8), nucleocapsid phosphoprotein (N), and ORF10 protein (ORF10) genes, complete cds	2020-04-14
USA/UT-00353/2020	ncov	?	MT444564	2020-03-27	North America	USA	USA		North America	USA	USA	genome	29892	Homo sapiens	?	?	?	?	Young et al	https://www.ncbi.nlm.nih.gov/nuccore/MT444564	Severe acute respiratory syndrome coronavirus 2 isolate SARS-CoV-2/human/USA/UT-00353/2020 ORF1ab polyprotein (ORF1ab), ORF1a polyprotein (ORF1ab), surface glycoprotein (S), ORF3a protein (ORF3a), envelope protein (E), membrane glycoprotein (M), ORF6 protein (ORF6), ORF7a protein (ORF7a), ORF7b (ORF7b), ORF8 protein (ORF8), nucleocapsid phosphoprotein (N), and ORF10 protein (ORF10) genes, complete cds	2020-05-08
USA/UT-00370/2020	ncov	?	MT444534	2020-03-30	North America	USA	USA		North America	USA	USA	genome	29863	Homo sapiens	?	?	?	?	Young et al	https://www.ncbi.nlm.nih.gov/nuccore/MT444534	Severe acute respiratory syndrome coronavirus 2 isolate SARS-CoV-2/human/USA/UT-00370/2020 ORF1ab polyprotein (ORF1ab), ORF1a polyprotein (ORF1ab), surface glycoprotein (S), ORF3a protein (ORF3a), envelope protein (E), membrane glycoprotein (M), ORF6 protein (ORF6), ORF7a protein (ORF7a), ORF7b (ORF7b), ORF8 protein (ORF8), nucleocapsid phosphoprotein (N), and ORF10 protein (ORF10) genes, complete cds	2020-05-08
USA/UT-00503/2020	ncov	?	MT444548	2020-04-02	North America	USA	USA		North America	USA	USA	genome	29881	Homo sapiens	?	?	?	?	Young et al	https://www.ncbi.nlm.nih.gov/nuccore/MT444548	Severe acute respiratory syndrome coronavirus 2 isolate SARS-CoV-2/human/USA/UT-00503/2020 ORF1ab polyprotein (ORF1ab), ORF1a polyprotein (ORF1ab), surface glycoprotein (S), ORF3a protein (ORF3a), envelope protein (E), membrane glycoprotein (M), ORF6 protein (ORF6), ORF7a protein (ORF7a), ORF7b (ORF7b), ORF8 protein (ORF8), nucleocapsid phosphoprotein (N), and ORF10 protein (ORF10) genes, complete cds	2020-05-08
USA/UT-00536/2020	ncov	?	MT444579	2020-04-04	North America	USA	USA		North America	USA	USA	genome	29728	Homo sapiens	?	?	?	?	Young et al	https://www.ncbi.nlm.nih.gov/nuccore/MT444579	Severe acute respiratory syndrome coronavirus 2 isolate SARS-CoV-2/human/USA/UT-00536/2020 ORF1ab polyprotein (ORF1ab), ORF1a polyprotein (ORF1ab), surface glycoprotein (S), ORF3a protein (ORF3a), envelope protein (E), membrane glycoprotein (M), and ORF6 protein (ORF6) genes, complete cds; ORF7a protein (ORF7a) and ORF7b (ORF7b) genes, partial cds; and ORF8 protein (ORF8), nucleocapsid phosphoprotein (N), and ORF10 protein (ORF10) genes, complete cds	2020-05-08
USA/UT-00543/2020	ncov	?	MT444585	2020-04-02	North America	USA	USA		North America	USA	USA	genome	29861	Homo sapiens	?	?	?	?	Young et al	https://www.ncbi.nlm.nih.gov/nuccore/MT444585	Severe acute respiratory syndrome coronavirus 2 isolate SARS-CoV-2/human/USA/UT-00543/2020 ORF1ab polyprotein (ORF1ab), ORF1a polyprotein (ORF1ab), surface glycoprotein (S), ORF3a protein (ORF3a), envelope protein (E), membrane glycoprotein (M), ORF6 protein (ORF6), ORF7a protein (ORF7a), ORF7b (ORF7b), ORF8 protein (ORF8), nucleocapsid phosphoprotein (N), and ORF10 protein (ORF10) genes, complete cds	2020-05-08
USA/UT-01220/2020	ncov	?	MT444606	2020-04-08	North America	USA	USA		North America	USA	USA	genome	29864	Homo sapiens	?	?	?	?	Young et al	https://www.ncbi.nlm.nih.gov/nuccore/MT444606	Severe acute respiratory syndrome coronavirus 2 isolate SARS-CoV-2/human/USA/UT-01220/2020 ORF1ab polyprotein (ORF1ab), ORF1a polyprotein (ORF1ab), surface glycoprotein (S), ORF3a protein (ORF3a), envelope protein (E), membrane glycoprotein (M), ORF6 protein (ORF6), ORF7a protein (ORF7a), ORF7b (ORF7b), ORF8 protein (ORF8), nucleocapsid phosphoprotein (N), and ORF10 protein (ORF10) genes, complete cds	2020-05-08
USA/UT-01231/2020	ncov	?	MT444611	2020-04-08	North America	USA	USA		North America	USA	USA	genome	29855	Homo sapiens	?	?	?	?	Young et al	https://www.ncbi.nlm.nih.gov/nuccore/MT444611	Severe acute respiratory syndrome coronavirus 2 isolate SARS-CoV-2/human/USA/UT-01231/2020 ORF1ab polyprotein (ORF1ab), ORF1a polyprotein (ORF1ab), surface glycoprotein (S), ORF3a protein (ORF3a), envelope protein (E), membrane glycoprotein (M), and ORF6 protein (ORF6) genes, complete cds; ORF7a protein (ORF7a) and ORF7b (ORF7b) genes, partial cds; and ORF8 protein (ORF8), nucleocapsid phosphoprotein (N), and ORF10 protein (ORF10) genes, complete cds	2020-05-08
USA/UT-01435/2020	ncov	?	MT444613	2020-04-10	North America	USA	USA		North America	USA	USA	genome	29814	Homo sapiens	?	?	?	?	Young et al	https://www.ncbi.nlm.nih.gov/nuccore/MT444613	Severe acute respiratory syndrome coronavirus 2 isolate SARS-CoV-2/human/USA/UT-01435/2020 ORF1ab polyprotein (ORF1ab), ORF1a polyprotein (ORF1ab), surface glycoprotein (S), ORF3a protein (ORF3a), envelope protein (E), membrane glycoprotein (M), ORF6 protein (ORF6), ORF7a protein (ORF7a), ORF7b (ORF7b), ORF8 protein (ORF8), nucleocapsid phosphoprotein (N), and ORF10 protein (ORF10) genes, complete cds	2020-05-08
USA/UT-02232/2020	ncov	?	MT444627	2020-04-14	North America	USA	USA		North America	USA	USA	genome	29796	Homo sapiens	?	?	?	?	Young et al	https://www.ncbi.nlm.nih.gov/nuccore/MT444627	Severe acute respiratory syndrome coronavirus 2 isolate SARS-CoV-2/human/USA/UT-02232/2020 ORF1ab polyprotein (ORF1ab), ORF1a polyprotein (ORF1ab), surface glycoprotein (S), ORF3a protein (ORF3a), envelope protein (E), membrane glycoprotein (M), ORF6 protein (ORF6), ORF7a protein (ORF7a), ORF7b (ORF7b), ORF8 protein (ORF8), nucleocapsid phosphoprotein (N), and ORF10 protein (ORF10) genes, complete cds	2020-05-08
USA/UT-02235/2020	ncov	?	MT444630	2020-04-15	North America	USA	USA		North America	USA	USA	genome	29800	Homo sapiens	?	?	?	?	Young et al	https://www.ncbi.nlm.nih.gov/nuccore/MT444630	Severe acute respiratory syndrome coronavirus 2 isolate SARS-CoV-2/human/USA/UT-02235/2020 ORF1ab polyprotein (ORF1ab), ORF1a polyprotein (ORF1ab), surface glycoprotein (S), ORF3a protein (ORF3a), envelope protein (E), membrane glycoprotein (M), and ORF6 protein (ORF6) genes, complete cds; ORF7a protein (ORF7a) and ORF7b (ORF7b) genes, partial cds; and ORF8 protein (ORF8), nucleocapsid phosphoprotein (N), and ORF10 protein (ORF10) genes, complete cds	2020-05-08
USA/UT-02245/2020	ncov	?	MT444634	2020-04-15	North America	USA	USA		North America	USA	USA	genome	29797	Homo sapiens	?	?	?	?	Young et al	https://www.ncbi.nlm.nih.gov/nuccore/MT444634	Severe acute respiratory syndrome coronavirus 2 isolate SARS-CoV-2/human/USA/UT-02245/2020 ORF1ab polyprotein (ORF1ab), ORF1a polyprotein (ORF1ab), surface glycoprotein (S), ORF3a protein (ORF3a), envelope protein (E), membrane glycoprotein (M), and ORF6 protein (ORF6) genes, complete cds; ORF7a protein (ORF7a) and ORF7b (ORF7b) genes, partial cds; and ORF8 protein (ORF8), nucleocapsid phosphoprotein (N), and ORF10 protein (ORF10) genes, complete cds	2020-05-08
USA/VA-DCLS-0007/2020	ncov	?	MT322400	2020-03-01	North America	USA	Virginia		North America	USA	Virginia	genome	29887	Homo sapiens	?	?	?	?	Fink et al	https://www.ncbi.nlm.nih.gov/nuccore/MT322400	Severe acute respiratory syndrome coronavirus 2 isolate SARS-CoV-2/human/USA/VA-DCLS-0007/2020, complete genome	2020-04-11
USA/VA-DCLS-0009/2020	ncov	?	MT322402	2020-03-01	North America	USA	Virginia		North America	USA	Virginia	genome	29898	Homo sapiens	?	?	?	?	Fink et al	https://www.ncbi.nlm.nih.gov/nuccore/MT322402	Severe acute respiratory syndrome coronavirus 2 isolate SARS-CoV-2/human/USA/VA-DCLS-0009/2020, complete genome	2020-04-11
USA/VA-DCLS-0018/2020	ncov	?	MT322408	2020-03-01	North America	USA	Virginia		North America	USA	Virginia	genome	29866	Homo sapiens	?	?	?	?	Fink et al	https://www.ncbi.nlm.nih.gov/nuccore/MT322408	Severe acute respiratory syndrome coronavirus 2 isolate SARS-CoV-2/human/USA/VA-DCLS-0018/2020, complete genome	2020-04-11
USA/VA-DCLS-0038/2020	ncov	?	MT322417	2020-03-01	North America	USA	Virginia		North America	USA	Virginia	genome	29901	Homo sapiens	?	?	?	?	Fink et al	https://www.ncbi.nlm.nih.gov/nuccore/MT322417	Severe acute respiratory syndrome coronavirus 2 isolate SARS-CoV-2/human/USA/VA-DCLS-0038/2020, complete genome	2020-04-11
USA/VA-DCLS-0053/2020	ncov	?	MT350243	2020-03-01	North America	USA	Virginia		North America	USA	Virginia	genome	29856	Homo sapiens	?	?	?	?	Fink et al	https://www.ncbi.nlm.nih.gov/nuccore/MT350243	Severe acute respiratory syndrome coronavirus 2 isolate SARS-CoV-2/human/USA/VA-DCLS-0053/2020, complete genome	2020-04-17
USA/VA-DCLS-0067/2020	ncov	?	MT350256	2020-04-01	North America	USA	Virginia		North America	USA	Virginia	genome	29835	Homo sapiens	?	?	?	?	Fink et al	https://www.ncbi.nlm.nih.gov/nuccore/MT350256	Severe acute respiratory syndrome coronavirus 2 isolate SARS-CoV-2/human/USA/VA-DCLS-0067/2020, complete genome	2020-04-17
USA/VA-DCLS-0077/2020	ncov	?	MT415901	2020-04-01	North America	USA	Virginia		North America	USA	Virginia	genome	29865	Homo sapiens	?	?	?	?	Fink et al	https://www.ncbi.nlm.nih.gov/nuccore/MT415901	Severe acute respiratory syndrome coronavirus 2 isolate SARS-CoV-2/human/USA/VA-DCLS-0077/2020, complete genome	2020-04-30
USA/VA-DCLS-0110/2020	ncov	?	MT418890	2020-04-01	North America	USA	Virginia		North America	USA	Virginia	genome	29851	Homo sapiens	?	?	?	?	Fink et al	https://www.ncbi.nlm.nih.gov/nuccore/MT418890	Severe acute respiratory syndrome coronavirus 2 isolate SARS-CoV-2/human/USA/VA-DCLS-0110/2020, complete genome	2020-05-01
USA/VA-DCLS-0115/2020	ncov	?	MT418894	2020-04-01	North America	USA	Virginia		North America	USA	Virginia	genome	29868	Homo sapiens	?	?	?	?	Fink et al	https://www.ncbi.nlm.nih.gov/nuccore/MT418894	Severe acute respiratory syndrome coronavirus 2 isolate SARS-CoV-2/human/USA/VA-DCLS-0115/2020 ORF1ab polyprotein (ORF1ab), ORF1a polyprotein (ORF1ab), surface glycoprotein (S), ORF3a protein (ORF3a), envelope protein (E), membrane glycoprotein (M), ORF6 protein (ORF6), ORF7a protein (ORF7a), ORF7b (ORF7b), ORF8 protein (ORF8), nucleocapsid phosphoprotein (N), and ORF10 protein (ORF10) genes, complete cds	2020-05-01
USA/VA-DCLS-0120/2020	ncov	?	MT482111	2020-04-01	North America	USA	Virginia		North America	USA	Virginia	genome	29860	Homo sapiens	?	?	?	?	Fink et al	https://www.ncbi.nlm.nih.gov/nuccore/MT482111	Severe acute respiratory syndrome coronavirus 2 isolate SARS-CoV-2/human/USA/VA-DCLS-0120/2020, complete genome	2020-05-18
USA/VA-DCLS-0185/2020	ncov	?	MT450887	2020-04-01	North America	USA	Virginia		North America	USA	Virginia	genome	29867	Homo sapiens	?	?	?	?	Fink et al	https://www.ncbi.nlm.nih.gov/nuccore/MT450887	Severe acute respiratory syndrome coronavirus 2 isolate SARS-CoV-2/human/USA/VA-DCLS-0185/2020, complete genome	2020-05-11
USA/VA-DCLS-0188/2020	ncov	?	MT450890	2020-04-01	North America	USA	Virginia		North America	USA	Virginia	genome	29865	Homo sapiens	?	?	?	?	Fink et al	https://www.ncbi.nlm.nih.gov/nuccore/MT450890	Severe acute respiratory syndrome coronavirus 2 isolate SARS-CoV-2/human/USA/VA-DCLS-0188/2020, complete genome	2020-05-11
USA/VA-DCLS-0197/2020	ncov	?	MT450898	2020-04-01	North America	USA	Virginia		North America	USA	Virginia	genome	29868	Homo sapiens	?	?	?	?	Fink et al	https://www.ncbi.nlm.nih.gov/nuccore/MT450898	Severe acute respiratory syndrome coronavirus 2 isolate SARS-CoV-2/human/USA/VA-DCLS-0197/2020, complete genome	2020-05-11
USA/VA-DCLS-0199/2020	ncov	?	MT450900	2020-04-01	North America	USA	Virginia		North America	USA	Virginia	genome	29822	Homo sapiens	?	?	?	?	Fink et al	https://www.ncbi.nlm.nih.gov/nuccore/MT450900	Severe acute respiratory syndrome coronavirus 2 isolate SARS-CoV-2/human/USA/VA-DCLS-0199/2020, complete genome	2020-05-11
USA/VA-DCLS-0205/2020	ncov	?	MT450906	2020-04-01	North America	USA	Virginia		North America	USA	Virginia	genome	29855	Homo sapiens	?	?	?	?	Fink et al	https://www.ncbi.nlm.nih.gov/nuccore/MT450906	Severe acute respiratory syndrome coronavirus 2 isolate SARS-CoV-2/human/USA/VA-DCLS-0205/2020, complete genome	2020-05-11
USA/VI-CDC-3810/2020	ncov	?	MT507280	2020-04-03	North America	USA	USA		North America	USA	USA	genome	29882	Homo sapiens	?	?	?	?	Li et al	https://www.ncbi.nlm.nih.gov/nuccore/MT507280	Severe acute respiratory syndrome coronavirus 2 isolate SARS-CoV-2/human/USA/VI-CDC-3810/2020, complete genome	2020-05-22
USA/WA-NH17/2020	ncov	?	MT262908	2020-03-13	North America	USA	Washington		North America	USA	Washington	genome	29882	Homo sapiens	?	?	?	?	Tao et al	https://www.ncbi.nlm.nih.gov/nuccore/MT262908	Severe acute respiratory syndrome coronavirus 2 isolate SARS-CoV-2/human/USA/WA-NH17/2020, complete genome	2020-03-31
USA/WA-NH22/2020	ncov	?	MT262913	2020-03-13	North America	USA	Washington		North America	USA	Washington	genome	29882	Homo sapiens	?	?	?	?	Tao et al	https://www.ncbi.nlm.nih.gov/nuccore/MT262913	Severe acute respiratory syndrome coronavirus 2 isolate SARS-CoV-2/human/USA/WA-NH22/2020, complete genome	2020-03-31
USA/WA-NH5/2020	ncov	?	MT262899	2020-03-13	North America	USA	Washington		North America	USA	Washington	genome	29882	Homo sapiens	?	?	?	?	Zhang et al	https://www.ncbi.nlm.nih.gov/nuccore/MT262899	Severe acute respiratory syndrome coronavirus 2 isolate SARS-CoV-2/human/USA/WA-NH5/2020, complete genome	2020-03-31
USA/WA-UW-1296/2020	ncov	?	MT293183	2020-03-18	North America	USA	Washington		North America	USA	Washington	genome	29871	Homo sapiens	?	?	?	?	Roychoudhury et al	https://www.ncbi.nlm.nih.gov/nuccore/MT293183	Severe acute respiratory syndrome coronavirus 2 isolate SARS-CoV-2/human/USA/WA-UW-1296/2020, complete genome	2020-04-06
USA/WA-UW-1315/2020	ncov	?	MT293160	2020-03-16	North America	USA	Washington		North America	USA	Washington	genome	29864	Homo sapiens	?	?	?	?	Roychoudhury et al	https://www.ncbi.nlm.nih.gov/nuccore/MT293160	Severe acute respiratory syndrome coronavirus 2 isolate SARS-CoV-2/human/USA/WA-UW-1315/2020, complete genome	2020-04-06
USA/WA-UW-1319/2020	ncov	?	MT293167	2020-03-17	North America	USA	Washington		North America	USA	Washington	genome	29796	Homo sapiens	?	?	?	?	Roychoudhury et al	https://www.ncbi.nlm.nih.gov/nuccore/MT293167	Severe acute respiratory syndrome coronavirus 2 isolate SARS-CoV-2/human/USA/WA-UW-1319/2020, complete genome	2020-04-06
USA/WA-UW-1322/2020	ncov	?	MT293189	2020-03-18	North America	USA	Washington		North America	USA	Washington	genome	29863	Homo sapiens	?	?	?	?	Roychoudhury et al	https://www.ncbi.nlm.nih.gov/nuccore/MT293189	Severe acute respiratory syndrome coronavirus 2 isolate SARS-CoV-2/human/USA/WA-UW-1322/2020, complete genome	2020-04-06
USA/WA-UW-1327/2020	ncov	?	MT293170	2020-03-18	North America	USA	Washington		North America	USA	Washington	genome	29798	Homo sapiens	?	?	?	?	Roychoudhury et al	https://www.ncbi.nlm.nih.gov/nuccore/MT293170	Severe acute respiratory syndrome coronavirus 2 isolate SARS-CoV-2/human/USA/WA-UW-1327/2020, complete genome	2020-04-06
USA/WA-UW-1329/2020	ncov	?	MT293161	2020-03-16	North America	USA	Washington		North America	USA	Washington	genome	29873	Homo sapiens	?	?	?	?	Roychoudhury et al	https://www.ncbi.nlm.nih.gov/nuccore/MT293161	Severe acute respiratory syndrome coronavirus 2 isolate SARS-CoV-2/human/USA/WA-UW-1329/2020, complete genome	2020-04-06
USA/WA-UW-1338/2020	ncov	?	MT293181	2020-03-18	North America	USA	Washington		North America	USA	Washington	genome	29871	Homo sapiens	?	?	?	?	Roychoudhury et al	https://www.ncbi.nlm.nih.gov/nuccore/MT293181	Severe acute respiratory syndrome coronavirus 2 isolate SARS-CoV-2/human/USA/WA-UW-1338/2020, complete genome	2020-04-06
USA/WA-UW-1567/2020	ncov	?	MT293196	2020-03-19	North America	USA	Washington		North America	USA	Washington	genome	29888	Homo sapiens	?	?	?	?	Roychoudhury et al	https://www.ncbi.nlm.nih.gov/nuccore/MT293196	Severe acute respiratory syndrome coronavirus 2 isolate SARS-CoV-2/human/USA/WA-UW-1567/2020, complete genome	2020-04-06
USA/WA-UW-1593/2020	ncov	?	MT293197	2020-03-19	North America	USA	Washington		North America	USA	Washington	genome	29619	Homo sapiens	?	?	?	?	Roychoudhury et al	https://www.ncbi.nlm.nih.gov/nuccore/MT293197	Severe acute respiratory syndrome coronavirus 2 isolate SARS-CoV-2/human/USA/WA-UW-1593/2020, complete genome	2020-04-06
USA/WA-UW-1599/2020	ncov	?	MT293225	2020-03-18	North America	USA	Washington		North America	USA	Washington	genome	29865	Homo sapiens	?	?	?	?	Roychoudhury et al	https://www.ncbi.nlm.nih.gov/nuccore/MT293225	Severe acute respiratory syndrome coronavirus 2 isolate SARS-CoV-2/human/USA/WA-UW-1599/2020, complete genome	2020-04-06
USA/WA-UW-1638/2020	ncov	?	MT326176	2020-03-19	North America	USA	USA		North America	USA	USA	genome	29301	Homo sapiens	?	?	?	?	Roychoudhury et al	https://www.ncbi.nlm.nih.gov/nuccore/MT326176	Severe acute respiratory syndrome coronavirus 2 isolate SARS-CoV-2/human/USA/WA-UW-1638/2020 ORF1ab polyprotein (ORF1ab) and ORF1a polyprotein (ORF1ab) genes, partial cds; surface glycoprotein (S) and ORF3a protein (ORF3a) genes, complete cds; envelope protein (E) gene, partial cds; and membrane glycoprotein (M), ORF6 protein (ORF6), ORF7a protein (ORF7a), ORF7b (ORF7b), ORF8 protein (ORF8), nucleocapsid phosphoprotein (N), and ORF10 protein (ORF10) genes, complete cds	2020-04-13
USA/WA-UW-1651/2020	ncov	?	MT326127	2020-03-20	North America	USA	USA		North America	USA	USA	genome	29861	Homo sapiens	?	?	?	?	Roychoudhury et al	https://www.ncbi.nlm.nih.gov/nuccore/MT326127	Severe acute respiratory syndrome coronavirus 2 isolate SARS-CoV-2/human/USA/WA-UW-1651/2020, complete genome	2020-04-13
USA/WA-UW-1666/2020	ncov	?	MT326121	2020-03-20	North America	USA	USA		North America	USA	USA	genome	29643	Homo sapiens	?	?	?	?	Roychoudhury et al	https://www.ncbi.nlm.nih.gov/nuccore/MT326121	Severe acute respiratory syndrome coronavirus 2 isolate SARS-CoV-2/human/USA/WA-UW-1666/2020, complete genome	2020-04-13
USA/WA-UW-1702/2020	ncov	?	MT326153	2020-03-21	North America	USA	USA		North America	USA	USA	genome	29874	Homo sapiens	?	?	?	?	Roychoudhury et al	https://www.ncbi.nlm.nih.gov/nuccore/MT326153	Severe acute respiratory syndrome coronavirus 2 isolate SARS-CoV-2/human/USA/WA-UW-1702/2020, complete genome	2020-04-13
USA/WA-UW-1732/2020	ncov	?	MT326161	2020-03-21	North America	USA	USA		North America	USA	USA	genome	29589	Homo sapiens	?	?	?	?	Roychoudhury et al	https://www.ncbi.nlm.nih.gov/nuccore/MT326161	Severe acute respiratory syndrome coronavirus 2 isolate SARS-CoV-2/human/USA/WA-UW-1732/2020, complete genome	2020-04-13
USA/WA-UW-1775/2020	ncov	?	MT326093	2020-03-22	North America	USA	USA		North America	USA	USA	genome	29833	Homo sapiens	?	?	?	?	Roychoudhury et al	https://www.ncbi.nlm.nih.gov/nuccore/MT326093	Severe acute respiratory syndrome coronavirus 2 isolate SARS-CoV-2/human/USA/WA-UW-1775/2020, complete genome	2020-04-13
USA/WA-UW-1840/2020	ncov	?	MT326088	2020-03-23	North America	USA	USA		North America	USA	USA	genome	29872	Homo sapiens	?	?	?	?	Roychoudhury et al	https://www.ncbi.nlm.nih.gov/nuccore/MT326088	Severe acute respiratory syndrome coronavirus 2 isolate SARS-CoV-2/human/USA/WA-UW-1840/2020, complete genome	2020-04-13
USA/WA-UW-1872/2020	ncov	?	MT326049	2020-03-23	North America	USA	USA		North America	USA	USA	genome	29833	Homo sapiens	?	?	?	?	Roychoudhury et al	https://www.ncbi.nlm.nih.gov/nuccore/MT326049	Severe acute respiratory syndrome coronavirus 2 isolate SARS-CoV-2/human/USA/WA-UW-1872/2020, complete genome	2020-04-13
USA/WA-UW-1874/2020	ncov	?	MT326060	2020-03-23	North America	USA	USA		North America	USA	USA	genome	29548	Homo sapiens	?	?	?	?	Roychoudhury et al	https://www.ncbi.nlm.nih.gov/nuccore/MT326060	Severe acute respiratory syndrome coronavirus 2 isolate SARS-CoV-2/human/USA/WA-UW-1874/2020 ORF1ab polyprotein (ORF1ab) and ORF1a polyprotein (ORF1ab) genes, partial cds; surface glycoprotein (S), ORF3a protein (ORF3a), and envelope protein (E) genes, complete cds; membrane glycoprotein (M) and ORF6 protein (ORF6) genes, partial cds; and ORF7a protein (ORF7a), ORF7b (ORF7b), ORF8 protein (ORF8), nucleocapsid phosphoprotein (N), and ORF10 protein (ORF10) genes, complete cds	2020-04-13
USA/WA-UW-1919/2020	ncov	?	MT326051	2020-03-23	North America	USA	USA		North America	USA	USA	genome	29853	Homo sapiens	?	?	?	?	Roychoudhury et al	https://www.ncbi.nlm.nih.gov/nuccore/MT326051	Severe acute respiratory syndrome coronavirus 2 isolate SARS-CoV-2/human/USA/WA-UW-1919/2020, complete genome	2020-04-13
USA/WA-UW-1956/2020	ncov	?	MT326067	2020-03-24	North America	USA	USA		North America	USA	USA	genome	29870	Homo sapiens	?	?	?	?	Roychoudhury et al	https://www.ncbi.nlm.nih.gov/nuccore/MT326067	Severe acute respiratory syndrome coronavirus 2 isolate SARS-CoV-2/human/USA/WA-UW-1956/2020, complete genome	2020-04-13
USA/WA-UW-1986/2020	ncov	?	MT326028	2020-03-24	North America	USA	USA		North America	USA	USA	genome	29823	Homo sapiens	?	?	?	?	Roychoudhury et al	https://www.ncbi.nlm.nih.gov/nuccore/MT326028	Severe acute respiratory syndrome coronavirus 2 isolate SARS-CoV-2/human/USA/WA-UW-1986/2020, complete genome	2020-04-13
